transaction_id,customer_id,action_taken,intervention_cost,recovery_probability_at_action,recovered
TXN-10548,CUST-1462,Payment Link,7,0.364,1
TXN-10548,CUST-1462,Human Review,10,0.374,0
TXN-10549,CUST-2072,Payment Link,7,0.386,0
TXN-10549,CUST-2072,Delayed Retry,4,0.376,0
TXN-10549,CUST-2072,Human Review,10,0.496,1
TXN-10550,CUST-2303,Payment Link,7,0.394,0
TXN-10550,CUST-2303,Smart Retry,3,0.584,1
TXN-10550,CUST-2303,Delayed Retry,4,0.384,0
TXN-10551,CUST-1430,Smart Retry,3,0.678,0
TXN-10551,CUST-1430,Payment Method Update,8,0.448,1
TXN-10551,CUST-1430,Delayed Retry,4,0.478,0
TXN-10552,CUST-1942,Smart Retry,3,0.608,1
TXN-10552,CUST-1942,Delayed Retry,4,0.408,1
TXN-10553,CUST-1186,Human Review,10,0.55,0
TXN-10553,CUST-1186,Delayed Retry,4,0.43,0
TXN-10554,CUST-1707,Payment Link,7,0.46,1
TXN-10554,CUST-1707,Payment Method Update,8,0.42,1
TXN-10555,CUST-3293,Payment Method Update,8,0.424,1
TXN-10555,CUST-3293,Delayed Retry,4,0.454,0
TXN-10556,CUST-3267,Payment Link,7,0.54,1
TXN-10556,CUST-3267,Human Review,10,0.4,1
TXN-10557,CUST-2073,Payment Reminder,5,0.4,1
TXN-10557,CUST-2073,Delayed Retry,4,0.4,0
TXN-10557,CUST-2073,Human Review,10,0.52,1
TXN-10558,CUST-1980,Payment Link,7,0.31,0
TXN-10558,CUST-1980,Payment Method Update,8,0.27,0
TXN-10559,CUST-3347,Delayed Retry,4,0.36,0
TXN-10559,CUST-3347,Payment Reminder,5,0.36,0
TXN-10559,CUST-3347,Smart Retry,3,0.3,1
TXN-10560,CUST-2181,Human Review,10,0.368,1
TXN-10560,CUST-2181,Payment Reminder,5,0.448,1
TXN-10561,CUST-3170,Payment Method Update,8,0.384,0
TXN-10561,CUST-3170,Smart Retry,3,0.614,1
TXN-10561,CUST-3170,Payment Link,7,0.424,0
TXN-10562,CUST-2830,Delayed Retry,4,0.352,0
TXN-10562,CUST-2830,Payment Reminder,5,0.352,1
TXN-10563,CUST-1011,Payment Link,7,0.63,1
TXN-10563,CUST-1011,Payment Reminder,5,0.47,1
TXN-10564,CUST-1649,Smart Retry,3,0.354,1
TXN-10564,CUST-1649,Delayed Retry,4,0.414,0
TXN-10564,CUST-1649,Payment Reminder,5,0.414,0
TXN-10565,CUST-2086,Smart Retry,3,0.524,1
TXN-10565,CUST-2086,Payment Link,7,0.334,0
TXN-10565,CUST-2086,Human Review,10,0.344,0
TXN-10566,CUST-2383,Delayed Retry,4,0.508,0
TXN-10566,CUST-2383,Payment Reminder,5,0.448,0
TXN-10567,CUST-1032,Human Review,10,0.578,1
TXN-10567,CUST-1032,Payment Link,7,0.468,0
TXN-10568,CUST-2008,Payment Method Update,8,0.358,0
TXN-10568,CUST-2008,Payment Link,7,0.398,1
TXN-10568,CUST-2008,Human Review,10,0.508,0
TXN-10569,CUST-2828,Payment Reminder,5,0.366,0
TXN-10569,CUST-2828,Payment Link,7,0.376,0
TXN-10570,CUST-3464,Delayed Retry,4,0.328,0
TXN-10570,CUST-3464,Payment Method Update,8,0.298,0
TXN-10570,CUST-3464,Human Review,10,0.348,0
TXN-10571,CUST-1613,Payment Reminder,5,0.452,0
TXN-10571,CUST-1613,Payment Link,7,0.362,1
TXN-10572,CUST-3493,Delayed Retry,4,0.394,1
TXN-10572,CUST-3493,Payment Method Update,8,0.364,0
TXN-10572,CUST-3493,Payment Reminder,5,0.394,0
TXN-10573,CUST-2441,Human Review,10,0.546,0
TXN-10573,CUST-2441,Payment Method Update,8,0.396,0
TXN-10573,CUST-2441,Payment Link,7,0.436,1
TXN-10574,CUST-2668,Delayed Retry,4,0.49,1
TXN-10574,CUST-2668,Human Review,10,0.61,1
TXN-10574,CUST-2668,Payment Link,7,0.5,1
TXN-10575,CUST-3408,Payment Reminder,5,0.308,0
TXN-10575,CUST-3408,Payment Link,7,0.318,0
TXN-10576,CUST-2003,Payment Link,7,0.424,1
TXN-10576,CUST-2003,Delayed Retry,4,0.414,0
TXN-10577,CUST-3097,Human Review,10,0.468,0
TXN-10577,CUST-3097,Payment Method Update,8,0.318,0
TXN-10578,CUST-2534,Payment Reminder,5,0.52,1
TXN-10578,CUST-2534,Delayed Retry,4,0.58,0
TXN-10578,CUST-2534,Payment Link,7,0.43,1
TXN-10579,CUST-1594,Payment Method Update,8,0.37,0
TXN-10579,CUST-1594,Payment Reminder,5,0.4,1
TXN-10580,CUST-2620,Human Review,10,0.562,0
TXN-10580,CUST-2620,Delayed Retry,4,0.442,1
TXN-10580,CUST-2620,Smart Retry,3,0.642,0
TXN-10581,CUST-2310,Delayed Retry,4,0.352,1
TXN-10581,CUST-2310,Smart Retry,3,0.552,0
TXN-10581,CUST-2310,Human Review,10,0.472,1
TXN-10582,CUST-2926,Smart Retry,3,0.338,1
TXN-10582,CUST-2926,Human Review,10,0.468,1
TXN-10583,CUST-1429,Payment Reminder,5,0.32,0
TXN-10583,CUST-1429,Payment Method Update,8,0.29,0
TXN-10584,CUST-3363,Human Review,10,0.44,1
TXN-10584,CUST-3363,Payment Link,7,0.58,0
TXN-10585,CUST-3412,Smart Retry,3,0.43,0
TXN-10585,CUST-3412,Payment Link,7,0.5,1
TXN-10586,CUST-3135,Delayed Retry,4,0.388,0
TXN-10586,CUST-3135,Payment Reminder,5,0.388,0
TXN-10586,CUST-3135,Payment Link,7,0.398,0
TXN-10587,CUST-2244,Payment Reminder,5,0.422,0
TXN-10587,CUST-2244,Human Review,10,0.542,0
TXN-10588,CUST-2527,Payment Method Update,8,0.412,1
TXN-10588,CUST-2527,Human Review,10,0.562,1
TXN-10589,CUST-2178,Delayed Retry,4,0.512,1
TXN-10589,CUST-2178,Payment Link,7,0.362,0
TXN-10589,CUST-2178,Payment Reminder,5,0.452,1
TXN-10590,CUST-3429,Payment Method Update,8,0.42,0
TXN-10590,CUST-3429,Delayed Retry,4,0.45,0
TXN-10591,CUST-1770,Smart Retry,3,0.61,1
TXN-10591,CUST-1770,Payment Method Update,8,0.33,0
TXN-10592,CUST-3461,Payment Link,7,0.488,0
TXN-10592,CUST-3461,Human Review,10,0.498,0
TXN-10593,CUST-2131,Payment Method Update,8,0.448,0
TXN-10593,CUST-2131,Human Review,10,0.598,1
TXN-10594,CUST-2076,Smart Retry,3,0.56,0
TXN-10594,CUST-2076,Delayed Retry,4,0.36,1
TXN-10594,CUST-2076,Payment Link,7,0.37,1
TXN-10595,CUST-2199,Delayed Retry,4,0.508,1
TXN-10595,CUST-2199,Payment Method Update,8,0.318,0
TXN-10595,CUST-2199,Payment Reminder,5,0.448,1
TXN-10596,CUST-2287,Smart Retry,3,0.394,0
TXN-10596,CUST-2287,Payment Method Update,8,0.424,1
TXN-10597,CUST-3448,Human Review,10,0.598,1
TXN-10597,CUST-3448,Delayed Retry,4,0.478,0
TXN-10598,CUST-1513,Smart Retry,3,0.408,1
TXN-10598,CUST-1513,Human Review,10,0.438,0
TXN-10598,CUST-1513,Delayed Retry,4,0.578,1
TXN-10599,CUST-1445,Delayed Retry,4,0.49,1
TXN-10599,CUST-1445,Payment Reminder,5,0.49,1
TXN-10600,CUST-1427,Payment Reminder,5,0.414,0
TXN-10600,CUST-1427,Delayed Retry,4,0.414,0
TXN-10601,CUST-1844,Delayed Retry,4,0.39,0
TXN-10601,CUST-1844,Human Review,10,0.51,0
TXN-10602,CUST-1790,Payment Reminder,5,0.522,1
TXN-10602,CUST-1790,Human Review,10,0.442,0
TXN-10603,CUST-1889,Human Review,10,0.376,0
TXN-10603,CUST-1889,Delayed Retry,4,0.516,0
TXN-10604,CUST-3202,Smart Retry,3,0.328,1
TXN-10604,CUST-3202,Human Review,10,0.508,0
TXN-10604,CUST-3202,Delayed Retry,4,0.548,0
TXN-10605,CUST-3257,Smart Retry,3,0.252,0
TXN-10605,CUST-3257,Human Review,10,0.432,0
TXN-10605,CUST-3257,Payment Reminder,5,0.312,0
TXN-10606,CUST-3347,Delayed Retry,4,0.364,0
TXN-10606,CUST-3347,Human Review,10,0.484,0
TXN-10607,CUST-2817,Payment Method Update,8,0.356,0
TXN-10607,CUST-2817,Human Review,10,0.486,0
TXN-10607,CUST-2817,Payment Link,7,0.396,1
TXN-10608,CUST-1112,Payment Reminder,5,0.408,1
TXN-10608,CUST-1112,Human Review,10,0.528,1
TXN-10609,CUST-1318,Payment Reminder,5,0.398,1
TXN-10609,CUST-1318,Human Review,10,0.518,1
TXN-10609,CUST-1318,Payment Method Update,8,0.368,1
TXN-10610,CUST-2453,Smart Retry,3,0.584,1
TXN-10610,CUST-2453,Payment Method Update,8,0.354,0
TXN-10611,CUST-2136,Delayed Retry,4,0.39,1
TXN-10611,CUST-2136,Human Review,10,0.51,0
TXN-10611,CUST-2136,Payment Reminder,5,0.39,1
TXN-10612,CUST-1188,Delayed Retry,4,0.61,1
TXN-10612,CUST-1188,Payment Link,7,0.46,0
TXN-10613,CUST-1645,Payment Method Update,8,0.328,0
TXN-10613,CUST-1645,Payment Reminder,5,0.458,1
TXN-10614,CUST-3220,Delayed Retry,4,0.434,1
TXN-10614,CUST-3220,Human Review,10,0.454,0
TXN-10614,CUST-3220,Payment Link,7,0.444,0
TXN-10615,CUST-1311,Delayed Retry,4,0.65,1
TXN-10615,CUST-1311,Human Review,10,0.61,1
TXN-10615,CUST-1311,Payment Method Update,8,0.46,0
TXN-10616,CUST-2401,Payment Link,7,0.582,1
TXN-10616,CUST-2401,Smart Retry,3,0.362,1
TXN-10616,CUST-2401,Payment Reminder,5,0.422,0
TXN-10617,CUST-1781,Payment Reminder,5,0.358,1
TXN-10617,CUST-1781,Payment Link,7,0.368,1
TXN-10618,CUST-1161,Payment Method Update,8,0.322,1
TXN-10618,CUST-1161,Human Review,10,0.472,0
TXN-10619,CUST-1477,Payment Method Update,8,0.29,0
TXN-10619,CUST-1477,Payment Reminder,5,0.42,0
TXN-10620,CUST-1906,Smart Retry,3,0.34,1
TXN-10620,CUST-1906,Human Review,10,0.52,0
TXN-10621,CUST-1174,Smart Retry,3,0.39,0
TXN-10621,CUST-1174,Human Review,10,0.57,1
TXN-10622,CUST-2080,Payment Reminder,5,0.566,1
TXN-10622,CUST-2080,Delayed Retry,4,0.626,1
TXN-10622,CUST-2080,Payment Method Update,8,0.436,0
TXN-10623,CUST-2013,Delayed Retry,4,0.41,1
TXN-10623,CUST-2013,Smart Retry,3,0.61,0
TXN-10624,CUST-1432,Delayed Retry,4,0.556,1
TXN-10624,CUST-1432,Payment Reminder,5,0.496,1
TXN-10624,CUST-1432,Smart Retry,3,0.336,0
TXN-10625,CUST-2432,Human Review,10,0.498,0
TXN-10625,CUST-2432,Smart Retry,3,0.678,0
TXN-10626,CUST-2618,Human Review,10,0.516,1
TXN-10626,CUST-2618,Smart Retry,3,0.516,0
TXN-10626,CUST-2618,Payment Reminder,5,0.316,0
TXN-10627,CUST-1128,Payment Method Update,8,0.326,1
TXN-10627,CUST-1128,Payment Reminder,5,0.356,0
TXN-10628,CUST-1305,Payment Link,7,0.366,0
TXN-10628,CUST-1305,Smart Retry,3,0.346,1
TXN-10628,CUST-1305,Delayed Retry,4,0.356,0
TXN-10629,CUST-1314,Smart Retry,3,0.272,1
TXN-10629,CUST-1314,Delayed Retry,4,0.492,0
TXN-10630,CUST-1235,Payment Reminder,5,0.446,1
TXN-10630,CUST-1235,Delayed Retry,4,0.446,1
TXN-10631,CUST-2643,Delayed Retry,4,0.32,0
TXN-10631,CUST-2643,Human Review,10,0.34,0
TXN-10632,CUST-2912,Payment Reminder,5,0.376,0
TXN-10632,CUST-2912,Payment Method Update,8,0.346,0
TXN-10633,CUST-2752,Payment Reminder,5,0.468,0
TXN-10633,CUST-2752,Smart Retry,3,0.308,1
TXN-10633,CUST-2752,Human Review,10,0.388,1
TXN-10634,CUST-2457,Payment Link,7,0.448,1
TXN-10634,CUST-2457,Smart Retry,3,0.428,0
TXN-10635,CUST-1346,Smart Retry,3,0.634,0
TXN-10635,CUST-1346,Payment Method Update,8,0.404,1
TXN-10635,CUST-1346,Human Review,10,0.554,0
TXN-10636,CUST-2995,Delayed Retry,4,0.3,0
TXN-10636,CUST-2995,Payment Link,7,0.31,1
TXN-10636,CUST-2995,Payment Reminder,5,0.3,0
TXN-10637,CUST-2985,Human Review,10,0.446,1
TXN-10637,CUST-2985,Payment Reminder,5,0.426,0
TXN-10637,CUST-2985,Payment Link,7,0.436,0
TXN-10638,CUST-2736,Payment Method Update,8,0.448,1
TXN-10638,CUST-2736,Payment Reminder,5,0.478,0
TXN-10638,CUST-2736,Payment Link,7,0.488,1
TXN-10639,CUST-3219,Payment Reminder,5,0.454,0
TXN-10639,CUST-3219,Delayed Retry,4,0.454,0
TXN-10639,CUST-3219,Smart Retry,3,0.394,0
TXN-10640,CUST-2864,Human Review,10,0.586,0
TXN-10640,CUST-2864,Payment Method Update,8,0.436,1
TXN-10641,CUST-1901,Payment Link,7,0.456,1
TXN-10641,CUST-1901,Payment Reminder,5,0.446,0
TXN-10641,CUST-1901,Human Review,10,0.566,0
TXN-10642,CUST-3228,Payment Reminder,5,0.514,1
TXN-10642,CUST-3228,Delayed Retry,4,0.574,1
TXN-10643,CUST-2105,Human Review,10,0.598,0
TXN-10643,CUST-2105,Smart Retry,3,0.468,0
TXN-10643,CUST-2105,Payment Method Update,8,0.448,0
TXN-10644,CUST-1015,Human Review,10,0.36,0
TXN-10644,CUST-1015,Smart Retry,3,0.54,1
TXN-10644,CUST-1015,Delayed Retry,4,0.34,0
TXN-10645,CUST-1936,Delayed Retry,4,0.356,0
TXN-10645,CUST-1936,Smart Retry,3,0.606,1
TXN-10646,CUST-2733,Payment Reminder,5,0.408,0
TXN-10646,CUST-2733,Human Review,10,0.528,0
TXN-10646,CUST-2733,Smart Retry,3,0.398,1
TXN-10647,CUST-1468,Delayed Retry,4,0.45,0
TXN-10647,CUST-1468,Human Review,10,0.47,1
TXN-10647,CUST-1468,Payment Reminder,5,0.45,0
TXN-10648,CUST-3324,Payment Reminder,5,0.416,0
TXN-10648,CUST-3324,Payment Link,7,0.326,0
TXN-10649,CUST-1298,Payment Reminder,5,0.34,0
TXN-10649,CUST-1298,Human Review,10,0.36,0
TXN-10649,CUST-1298,Delayed Retry,4,0.34,1
TXN-10650,CUST-1844,Payment Link,7,0.464,1
TXN-10650,CUST-1844,Payment Reminder,5,0.454,1
TXN-10650,CUST-1844,Human Review,10,0.574,1
TXN-10651,CUST-1646,Smart Retry,3,0.382,1
TXN-10651,CUST-1646,Payment Reminder,5,0.442,0
TXN-10652,CUST-2988,Payment Link,7,0.43,0
TXN-10652,CUST-2988,Payment Method Update,8,0.39,0
TXN-10652,CUST-2988,Human Review,10,0.54,0
TXN-10653,CUST-1850,Smart Retry,3,0.43,0
TXN-10653,CUST-1850,Delayed Retry,4,0.49,0
TXN-10653,CUST-1850,Human Review,10,0.51,0
TXN-10654,CUST-2362,Smart Retry,3,0.296,1
TXN-10654,CUST-2362,Human Review,10,0.476,1
TXN-10655,CUST-1229,Human Review,10,0.396,1
TXN-10655,CUST-1229,Payment Link,7,0.386,1
TXN-10655,CUST-1229,Payment Method Update,8,0.346,0
TXN-10656,CUST-1144,Delayed Retry,4,0.586,0
TXN-10656,CUST-1144,Smart Retry,3,0.366,1
TXN-10656,CUST-1144,Payment Method Update,8,0.396,0
TXN-10657,CUST-2743,Human Review,10,0.554,0
TXN-10657,CUST-2743,Delayed Retry,4,0.434,0
TXN-10657,CUST-2743,Smart Retry,3,0.634,1
TXN-10658,CUST-3453,Payment Method Update,8,0.37,0
TXN-10658,CUST-3453,Payment Link,7,0.41,0
TXN-10659,CUST-1499,Payment Reminder,5,0.376,1
TXN-10659,CUST-1499,Delayed Retry,4,0.376,0
TXN-10659,CUST-1499,Payment Link,7,0.386,0
TXN-10660,CUST-1836,Smart Retry,3,0.41,1
TXN-10660,CUST-1836,Payment Reminder,5,0.42,0
TXN-10661,CUST-1381,Payment Reminder,5,0.388,0
TXN-10661,CUST-1381,Delayed Retry,4,0.388,1
TXN-10662,CUST-2205,Smart Retry,3,0.488,1
TXN-10662,CUST-2205,Payment Method Update,8,0.258,1
TXN-10662,CUST-2205,Payment Link,7,0.298,1
TXN-10663,CUST-3140,Payment Reminder,5,0.272,0
TXN-10663,CUST-3140,Human Review,10,0.372,0
TXN-10663,CUST-3140,Payment Link,7,0.282,0
TXN-10664,CUST-2113,Delayed Retry,4,0.578,1
TXN-10664,CUST-2113,Human Review,10,0.538,1
TXN-10665,CUST-1535,Payment Link,7,0.386,0
TXN-10665,CUST-1535,Smart Retry,3,0.366,0
TXN-10665,CUST-1535,Human Review,10,0.496,0
TXN-10666,CUST-2300,Payment Reminder,5,0.352,0
TXN-10666,CUST-2300,Smart Retry,3,0.602,1
TXN-10667,CUST-2251,Payment Reminder,5,0.458,0
TXN-10667,CUST-2251,Human Review,10,0.578,0
TXN-10667,CUST-2251,Payment Link,7,0.468,0
TXN-10668,CUST-3065,Payment Reminder,5,0.4,0
TXN-10668,CUST-3065,Payment Method Update,8,0.37,0
TXN-10668,CUST-3065,Human Review,10,0.52,0
TXN-10669,CUST-1780,Smart Retry,3,0.34,0
TXN-10669,CUST-1780,Payment Reminder,5,0.5,1
TXN-10670,CUST-2601,Delayed Retry,4,0.372,1
TXN-10670,CUST-2601,Smart Retry,3,0.572,1
TXN-10671,CUST-3165,Smart Retry,3,0.6,0
TXN-10671,CUST-3165,Delayed Retry,4,0.4,0
TXN-10671,CUST-3165,Payment Link,7,0.41,1
TXN-10672,CUST-2480,Payment Method Update,8,0.582,0
TXN-10672,CUST-2480,Payment Link,7,0.372,1
TXN-10673,CUST-3248,Delayed Retry,4,0.388,0
TXN-10673,CUST-3248,Smart Retry,3,0.588,1
TXN-10673,CUST-3248,Payment Link,7,0.398,0
TXN-10674,CUST-1948,Payment Reminder,5,0.47,1
TXN-10674,CUST-1948,Delayed Retry,4,0.47,1
TXN-10675,CUST-1665,Payment Method Update,8,0.42,0
TXN-10675,CUST-1665,Human Review,10,0.57,1
TXN-10676,CUST-1413,Payment Method Update,8,0.318,0
TXN-10676,CUST-1413,Payment Reminder,5,0.348,0
TXN-10676,CUST-1413,Delayed Retry,4,0.348,0
TXN-10677,CUST-1757,Payment Link,7,0.382,0
TXN-10677,CUST-1757,Delayed Retry,4,0.372,0
TXN-10678,CUST-2284,Payment Method Update,8,0.4,0
TXN-10678,CUST-2284,Smart Retry,3,0.63,1
TXN-10679,CUST-2026,Payment Link,7,0.464,1
TXN-10679,CUST-2026,Delayed Retry,4,0.454,1
TXN-10679,CUST-2026,Human Review,10,0.474,1
TXN-10680,CUST-2017,Payment Reminder,5,0.542,0
TXN-10680,CUST-2017,Smart Retry,3,0.432,0
TXN-10681,CUST-2114,Payment Link,7,0.364,0
TXN-10681,CUST-2114,Smart Retry,3,0.294,1
TXN-10682,CUST-1111,Delayed Retry,4,0.47,0
TXN-10682,CUST-1111,Payment Reminder,5,0.47,1
TXN-10683,CUST-1380,Payment Method Update,8,0.392,0
TXN-10683,CUST-1380,Smart Retry,3,0.622,1
TXN-10683,CUST-1380,Payment Link,7,0.432,0
TXN-10684,CUST-2809,Payment Reminder,5,0.51,0
TXN-10684,CUST-2809,Payment Method Update,8,0.38,0
TXN-10685,CUST-2602,Human Review,10,0.52,1
TXN-10685,CUST-2602,Payment Method Update,8,0.37,0
TXN-10686,CUST-2993,Payment Reminder,5,0.43,0
TXN-10686,CUST-2993,Human Review,10,0.45,1
TXN-10686,CUST-2993,Delayed Retry,4,0.43,0
TXN-10687,CUST-2277,Payment Link,7,0.44,1
TXN-10687,CUST-2277,Delayed Retry,4,0.59,1
TXN-10688,CUST-3164,Human Review,10,0.49,1
TXN-10688,CUST-3164,Payment Link,7,0.63,0
TXN-10689,CUST-1577,Payment Method Update,8,0.552,1
TXN-10689,CUST-1577,Delayed Retry,4,0.332,0
TXN-10690,CUST-1090,Delayed Retry,4,0.47,0
TXN-10690,CUST-1090,Payment Method Update,8,0.44,0
TXN-10690,CUST-1090,Human Review,10,0.49,0
TXN-10691,CUST-1020,Delayed Retry,4,0.47,1
TXN-10691,CUST-1020,Payment Link,7,0.63,1
TXN-10692,CUST-3343,Smart Retry,3,0.55,1
TXN-10692,CUST-3343,Payment Link,7,0.36,1
TXN-10692,CUST-3343,Payment Method Update,8,0.32,0
TXN-10693,CUST-3368,Delayed Retry,4,0.57,1
TXN-10693,CUST-3368,Smart Retry,3,0.35,0
TXN-10694,CUST-2486,Smart Retry,3,0.54,1
TXN-10694,CUST-2486,Payment Link,7,0.35,0
TXN-10695,CUST-2923,Human Review,10,0.478,1
TXN-10695,CUST-2923,Delayed Retry,4,0.458,1
TXN-10695,CUST-2923,Smart Retry,3,0.398,1
TXN-10696,CUST-3274,Payment Reminder,5,0.47,1
TXN-10696,CUST-3274,Payment Method Update,8,0.44,0
TXN-10696,CUST-3274,Delayed Retry,4,0.47,0
TXN-10697,CUST-2835,Payment Method Update,8,0.358,0
TXN-10697,CUST-2835,Payment Reminder,5,0.388,0
TXN-10698,CUST-1828,Smart Retry,3,0.322,0
TXN-10698,CUST-1828,Human Review,10,0.402,0
TXN-10699,CUST-2578,Delayed Retry,4,0.43,1
TXN-10699,CUST-2578,Payment Method Update,8,0.65,1
TXN-10700,CUST-3004,Payment Method Update,8,0.44,1
TXN-10700,CUST-3004,Delayed Retry,4,0.47,1
TXN-10700,CUST-3004,Smart Retry,3,0.72,1
TXN-10701,CUST-1644,Human Review,10,0.408,0
TXN-10701,CUST-1644,Delayed Retry,4,0.388,1
TXN-10702,CUST-2240,Human Review,10,0.428,1
TXN-10702,CUST-2240,Payment Reminder,5,0.408,0
TXN-10702,CUST-2240,Delayed Retry,4,0.408,0
TXN-10703,CUST-2940,Human Review,10,0.566,0
TXN-10703,CUST-2940,Smart Retry,3,0.646,0
TXN-10703,CUST-2940,Payment Link,7,0.456,0
TXN-10704,CUST-1901,Human Review,10,0.488,0
TXN-10704,CUST-1901,Payment Method Update,8,0.338,0
TXN-10705,CUST-2587,Payment Reminder,5,0.398,0
TXN-10705,CUST-2587,Smart Retry,3,0.338,0
TXN-10706,CUST-2483,Smart Retry,3,0.404,1
TXN-10706,CUST-2483,Payment Method Update,8,0.384,1
TXN-10707,CUST-2683,Delayed Retry,4,0.426,1
TXN-10707,CUST-2683,Smart Retry,3,0.676,1
TXN-10708,CUST-1362,Smart Retry,3,0.43,0
TXN-10708,CUST-1362,Payment Reminder,5,0.49,0
TXN-10709,CUST-3332,Payment Method Update,8,0.358,1
TXN-10709,CUST-3332,Payment Link,7,0.398,0
TXN-10709,CUST-3332,Payment Reminder,5,0.388,1
TXN-10710,CUST-1412,Payment Method Update,8,0.412,1
TXN-10710,CUST-1412,Smart Retry,3,0.432,0
TXN-10711,CUST-1878,Delayed Retry,4,0.4,1
TXN-10711,CUST-1878,Human Review,10,0.42,1
TXN-10712,CUST-2095,Payment Method Update,8,0.336,0
TXN-10712,CUST-2095,Delayed Retry,4,0.366,0
TXN-10712,CUST-2095,Smart Retry,3,0.306,0
TXN-10713,CUST-1393,Delayed Retry,4,0.36,0
TXN-10713,CUST-1393,Payment Link,7,0.37,1
TXN-10713,CUST-1393,Human Review,10,0.48,1
TXN-10714,CUST-1012,Payment Method Update,8,0.404,0
TXN-10714,CUST-1012,Delayed Retry,4,0.594,1
TXN-10714,CUST-1012,Human Review,10,0.454,1
TXN-10715,CUST-1797,Payment Method Update,8,0.358,1
TXN-10715,CUST-1797,Smart Retry,3,0.638,1
TXN-10715,CUST-1797,Payment Link,7,0.398,0
TXN-10716,CUST-2380,Payment Link,7,0.456,0
TXN-10716,CUST-2380,Delayed Retry,4,0.446,1
TXN-10717,CUST-3151,Delayed Retry,4,0.366,0
TXN-10717,CUST-3151,Payment Reminder,5,0.366,0
TXN-10718,CUST-1335,Payment Reminder,5,0.5,1
TXN-10718,CUST-1335,Smart Retry,3,0.34,0
TXN-10719,CUST-1351,Payment Method Update,8,0.354,0
TXN-10719,CUST-1351,Payment Reminder,5,0.384,0
TXN-10719,CUST-1351,Smart Retry,3,0.324,0
TXN-10720,CUST-1972,Payment Method Update,8,0.39,0
TXN-10720,CUST-1972,Human Review,10,0.44,0
TXN-10721,CUST-2164,Payment Method Update,8,0.67,0
TXN-10721,CUST-2164,Human Review,10,0.47,0
TXN-10721,CUST-2164,Smart Retry,3,0.44,0
TXN-10722,CUST-2658,Payment Method Update,8,0.306,0
TXN-10722,CUST-2658,Human Review,10,0.456,1
TXN-10722,CUST-2658,Delayed Retry,4,0.336,0
TXN-10723,CUST-1242,Payment Link,7,0.444,1
TXN-10723,CUST-1242,Delayed Retry,4,0.594,1
TXN-10724,CUST-2507,Human Review,10,0.566,0
TXN-10724,CUST-2507,Smart Retry,3,0.386,0
TXN-10725,CUST-2876,Payment Link,7,0.43,0
TXN-10725,CUST-2876,Smart Retry,3,0.36,0
TXN-10726,CUST-2428,Payment Link,7,0.534,1
TXN-10726,CUST-2428,Payment Reminder,5,0.374,0
TXN-10727,CUST-1945,Payment Method Update,8,0.67,1
TXN-10727,CUST-1945,Human Review,10,0.47,0
TXN-10728,CUST-1728,Human Review,10,0.42,0
TXN-10728,CUST-1728,Payment Method Update,8,0.27,0
TXN-10728,CUST-1728,Delayed Retry,4,0.3,0
TXN-10729,CUST-2995,Payment Method Update,8,0.38,0
TXN-10729,CUST-2995,Payment Link,7,0.42,0
TXN-10729,CUST-2995,Human Review,10,0.43,1
TXN-10730,CUST-2368,Payment Reminder,5,0.38,0
TXN-10730,CUST-2368,Payment Method Update,8,0.35,0
TXN-10730,CUST-2368,Smart Retry,3,0.37,0
TXN-10731,CUST-2380,Human Review,10,0.502,1
TXN-10731,CUST-2380,Payment Reminder,5,0.482,0
TXN-10732,CUST-1037,Delayed Retry,4,0.368,1
TXN-10732,CUST-1037,Payment Link,7,0.378,0
TXN-10732,CUST-1037,Smart Retry,3,0.568,1
TXN-10733,CUST-1102,Human Review,10,0.488,1
TXN-10733,CUST-1102,Delayed Retry,4,0.528,1
TXN-10734,CUST-2383,Payment Reminder,5,0.418,0
TXN-10734,CUST-2383,Human Review,10,0.538,1
TXN-10734,CUST-2383,Payment Method Update,8,0.388,0
TXN-10735,CUST-2690,Smart Retry,3,0.374,0
TXN-10735,CUST-2690,Human Review,10,0.554,1
TXN-10736,CUST-2973,Human Review,10,0.586,0
TXN-10736,CUST-2973,Delayed Retry,4,0.386,0
TXN-10736,CUST-2973,Payment Link,7,0.396,1
TXN-10737,CUST-2850,Payment Reminder,5,0.454,1
TXN-10737,CUST-2850,Payment Link,7,0.464,1
TXN-10738,CUST-2288,Human Review,10,0.484,0
TXN-10738,CUST-2288,Payment Method Update,8,0.334,0
TXN-10738,CUST-2288,Payment Reminder,5,0.364,0
TXN-10739,CUST-2279,Smart Retry,3,0.392,0
TXN-10739,CUST-2279,Delayed Retry,4,0.402,0
TXN-10739,CUST-2279,Human Review,10,0.522,1
TXN-10740,CUST-1119,Payment Reminder,5,0.434,1
TXN-10740,CUST-1119,Human Review,10,0.454,1
TXN-10741,CUST-1577,Human Review,10,0.534,0
TXN-10741,CUST-1577,Payment Reminder,5,0.514,0
TXN-10741,CUST-1577,Payment Method Update,8,0.384,1
TXN-10742,CUST-1071,Payment Link,7,0.432,0
TXN-10742,CUST-1071,Delayed Retry,4,0.422,1
TXN-10743,CUST-2100,Payment Reminder,5,0.336,1
TXN-10743,CUST-2100,Smart Retry,3,0.276,0
TXN-10744,CUST-1907,Smart Retry,3,0.552,1
TXN-10744,CUST-1907,Delayed Retry,4,0.352,0
TXN-10745,CUST-1390,Payment Link,7,0.594,1
