transaction_id,customer_id,amount,payment_method,failure_reason,previous_successful_payments,previous_recovery_success,recovery_attempts,customer_annual_value,recovered
TXN-13514,CUST-3338,2445.64,Debit Card,Authentication Failed,8,1,2,67033.2,0
TXN-13515,CUST-2929,3007.81,UPI,Temporary Bank/Network Error,10,1,1,68967.76,1
TXN-13516,CUST-3057,2817.62,Wallet,Temporary Bank/Network Error,15,0,1,48796.67,1
TXN-13517,CUST-2533,12391.11,UPI,Temporary Bank/Network Error,7,1,1,30148.79,1
TXN-13518,CUST-2832,5943.16,UPI,Payment Gateway Timeout,14,0,1,72860.05,1
TXN-13519,CUST-3314,5654.84,UPI,Temporary Bank/Network Error,6,1,1,75538.71,1
TXN-13520,CUST-3205,4406.36,UPI,Insufficient Funds,7,0,2,75903.72,0
TXN-13521,CUST-3218,10617.42,Net Banking,Temporary Bank/Network Error,2,1,2,51407.29,0
TXN-13522,CUST-2195,7801.08,Net Banking,Insufficient Funds,8,0,0,85747.08,0
TXN-13523,CUST-1030,5724.57,UPI,Card Expired,4,1,3,49197.03,0
TXN-13524,CUST-2291,5307.76,Net Banking,Insufficient Funds,5,1,1,103873.52,0
TXN-13525,CUST-2568,25634.01,UPI,Temporary Bank/Network Error,7,0,2,77982.03,0
TXN-13526,CUST-1073,3952.34,UPI,Insufficient Funds,4,0,0,115739.76,0
TXN-13527,CUST-1622,2846.93,UPI,Authentication Failed,2,1,1,107413.38,0
TXN-13528,CUST-1529,16263.92,Credit Card,Authentication Failed,9,0,1,73774.58,0
TXN-13529,CUST-3361,13967.12,Credit Card,Temporary Bank/Network Error,7,1,2,73404.97,1
TXN-13530,CUST-2596,5760.33,Debit Card,Insufficient Funds,6,0,2,41385.05,0
TXN-13531,CUST-2030,16443.34,Debit Card,Temporary Bank/Network Error,10,0,1,112948.34,1
TXN-13532,CUST-2582,11760.7,Debit Card,Authentication Failed,6,0,1,33950.53,0
TXN-13533,CUST-1135,11427.63,Debit Card,Authentication Failed,6,0,1,53745.63,0
TXN-13534,CUST-3263,4055.6,UPI,Payment Gateway Timeout,8,1,0,80754.37,1
TXN-13535,CUST-1258,7159.8,Credit Card,Temporary Bank/Network Error,10,0,3,63964.11,1
TXN-13536,CUST-1853,3425.45,UPI,Temporary Bank/Network Error,6,0,0,115075.71,1
TXN-13537,CUST-2535,21995.13,Wallet,Payment Gateway Timeout,10,1,2,47108.36,1
TXN-13538,CUST-1869,6431.32,Credit Card,Authentication Failed,7,0,2,75783.44,0
TXN-13539,CUST-1302,7639.55,Credit Card,Payment Gateway Timeout,13,1,0,175190.19,1
TXN-13540,CUST-3388,6475.3,Credit Card,Payment Gateway Timeout,4,0,2,93542.93,0
TXN-13541,CUST-1167,6391.0,Credit Card,Authentication Failed,10,1,1,25210.65,1
TXN-13542,CUST-1837,22415.76,UPI,Insufficient Funds,9,0,1,89687.51,0
TXN-13543,CUST-1142,14592.85,UPI,Insufficient Funds,13,0,0,138892.51,1
TXN-13544,CUST-1159,6218.61,Debit Card,Authentication Failed,7,0,1,90571.13,0
TXN-13545,CUST-1486,6810.22,Debit Card,Card Expired,4,1,1,40904.02,0
TXN-13546,CUST-1037,8015.35,UPI,Payment Gateway Timeout,9,0,0,57612.68,1
TXN-13547,CUST-2312,6560.13,Debit Card,Temporary Bank/Network Error,5,1,2,41687.52,1
TXN-13548,CUST-2452,13772.41,Debit Card,Temporary Bank/Network Error,8,1,2,194919.85,1
TXN-13549,CUST-1253,10061.32,Wallet,Payment Gateway Timeout,9,0,1,53949.15,1
TXN-13550,CUST-2410,13000.94,Credit Card,Temporary Bank/Network Error,4,0,1,92567.61,0
TXN-13551,CUST-2171,4138.33,UPI,Authentication Failed,8,1,1,121706.9,1
TXN-13552,CUST-2073,6457.26,UPI,Insufficient Funds,6,1,2,195701.34,0
TXN-13553,CUST-1291,12221.33,Wallet,Temporary Bank/Network Error,14,1,0,60111.54,1
TXN-13554,CUST-1707,4122.69,Debit Card,Payment Gateway Timeout,3,1,0,157382.24,1
TXN-13555,CUST-2140,7609.15,Wallet,Payment Gateway Timeout,9,1,0,225222.41,1
TXN-13556,CUST-2848,6921.72,Credit Card,Temporary Bank/Network Error,5,0,1,96451.44,0
TXN-13557,CUST-1923,7245.3,UPI,Temporary Bank/Network Error,11,1,0,59235.96,1
TXN-13558,CUST-1684,11521.13,Debit Card,Temporary Bank/Network Error,8,1,1,74478.01,1
TXN-13559,CUST-3131,6495.81,UPI,Payment Gateway Timeout,7,1,3,131807.06,1
TXN-13560,CUST-2667,5534.81,Net Banking,Insufficient Funds,7,1,1,57866.68,0
TXN-13561,CUST-1962,6894.83,Debit Card,Insufficient Funds,6,0,0,91132.74,0
TXN-13562,CUST-1115,4024.52,Wallet,Insufficient Funds,8,0,0,78053.85,0
TXN-13563,CUST-1372,5634.17,Debit Card,Insufficient Funds,6,1,2,55287.36,0
TXN-13564,CUST-2767,6479.92,Credit Card,Payment Gateway Timeout,9,1,2,103075.79,1
TXN-13565,CUST-1033,6343.84,Net Banking,Authentication Failed,11,1,3,94507.46,0
TXN-13566,CUST-2273,6661.7,UPI,Temporary Bank/Network Error,9,1,0,69823.83,1
TXN-13567,CUST-3078,6027.94,Wallet,Temporary Bank/Network Error,11,0,0,51338.98,1
TXN-13568,CUST-1094,4547.37,UPI,Insufficient Funds,6,1,0,83806.55,1
TXN-13569,CUST-2669,5915.24,UPI,Temporary Bank/Network Error,4,0,1,41201.01,0
TXN-13570,CUST-2054,7377.25,UPI,Card Expired,7,1,1,70970.43,0
TXN-13571,CUST-3269,2625.94,Credit Card,Payment Gateway Timeout,4,1,0,101060.69,1
TXN-13572,CUST-3400,6694.64,Debit Card,Authentication Failed,5,0,1,59980.28,0
TXN-13573,CUST-3224,5288.06,UPI,Temporary Bank/Network Error,2,1,2,92107.43,1
TXN-13574,CUST-2027,7612.5,Credit Card,Insufficient Funds,11,1,3,164834.97,1
TXN-13575,CUST-3282,8026.84,UPI,Temporary Bank/Network Error,6,1,1,71020.78,1
TXN-13576,CUST-2446,2507.77,Credit Card,Payment Gateway Timeout,13,1,0,49363.75,1
TXN-13577,CUST-3311,5892.66,Credit Card,Authentication Failed,4,1,2,36251.29,0
TXN-13578,CUST-1724,5917.94,UPI,Insufficient Funds,11,1,0,78754.52,1
TXN-13579,CUST-1213,3759.03,Debit Card,Insufficient Funds,6,0,1,72867.0,0
TXN-13580,CUST-3396,6286.3,UPI,Insufficient Funds,5,0,0,49432.29,0
TXN-13581,CUST-2194,6971.99,Credit Card,Card Expired,13,1,0,40511.61,1
TXN-13582,CUST-1746,5706.15,Debit Card,Insufficient Funds,11,0,0,68168.15,0
TXN-13583,CUST-1368,3044.88,Credit Card,Temporary Bank/Network Error,11,1,3,60903.98,1
TXN-13584,CUST-1099,5008.15,Wallet,Payment Gateway Timeout,4,1,0,132745.07,1
TXN-13585,CUST-2043,14067.15,UPI,Authentication Failed,5,0,3,67724.05,0
TXN-13586,CUST-1600,8282.23,Net Banking,Insufficient Funds,6,1,2,133313.45,0
TXN-13587,CUST-3223,5195.24,Wallet,Payment Gateway Timeout,13,0,1,71777.81,1
TXN-13588,CUST-2119,13417.56,Credit Card,Authentication Failed,5,0,3,114015.69,0
TXN-13589,CUST-1061,9966.63,UPI,Insufficient Funds,10,1,0,61294.95,1
TXN-13590,CUST-2679,4828.88,Net Banking,Authentication Failed,9,1,1,84062.54,1
TXN-13591,CUST-2509,8662.3,UPI,Authentication Failed,11,1,0,61569.07,1
TXN-13592,CUST-3389,8480.29,Wallet,Authentication Failed,6,0,1,82523.52,0
TXN-13593,CUST-3133,5292.96,Net Banking,Temporary Bank/Network Error,10,1,1,77444.33,1
TXN-13594,CUST-1370,2628.88,Wallet,Temporary Bank/Network Error,13,1,5,43118.68,1
TXN-13595,CUST-2843,3315.35,Credit Card,Payment Gateway Timeout,9,0,2,139076.36,1
TXN-13596,CUST-1557,6183.46,Wallet,Insufficient Funds,12,1,2,145446.79,1
TXN-13597,CUST-1763,5848.89,UPI,Insufficient Funds,9,1,3,72782.23,0
TXN-13598,CUST-1818,6182.35,Debit Card,Insufficient Funds,13,0,2,141797.25,0
TXN-13599,CUST-2774,8348.98,Net Banking,Insufficient Funds,7,1,1,50244.2,0
TXN-13600,CUST-1307,3179.89,Debit Card,Authentication Failed,3,0,0,121091.83,0
TXN-13601,CUST-2454,8812.12,UPI,Temporary Bank/Network Error,3,1,2,41319.22,1
TXN-13602,CUST-1018,5575.84,Credit Card,Temporary Bank/Network Error,8,1,1,37837.84,1
TXN-13603,CUST-2719,8609.41,Credit Card,Authentication Failed,5,1,3,300000.0,1
TXN-13604,CUST-2276,7387.49,Credit Card,Temporary Bank/Network Error,6,1,0,157421.77,1
TXN-13605,CUST-1617,7062.75,Credit Card,Temporary Bank/Network Error,12,1,4,87282.75,1
TXN-13606,CUST-3448,6734.9,Debit Card,Authentication Failed,8,0,1,43205.41,0
TXN-13607,CUST-1085,6588.44,UPI,Insufficient Funds,7,1,2,96094.53,0
TXN-13608,CUST-1952,4548.31,Net Banking,Card Expired,12,0,0,41594.74,0
TXN-13609,CUST-2827,3959.8,Net Banking,Payment Gateway Timeout,5,1,1,80412.99,1
TXN-13610,CUST-1642,13053.69,Wallet,Temporary Bank/Network Error,9,0,0,39664.56,1
TXN-13611,CUST-2417,14334.72,Credit Card,Payment Gateway Timeout,13,0,3,121350.86,1
TXN-13612,CUST-1721,4597.64,Net Banking,Temporary Bank/Network Error,11,1,2,98110.97,1
TXN-13613,CUST-1699,6677.39,UPI,Insufficient Funds,4,0,2,87038.8,0
TXN-13614,CUST-1760,5532.36,Net Banking,Card Expired,5,1,3,197838.53,0
TXN-13615,CUST-1305,4253.16,UPI,Card Expired,9,1,1,117462.56,1
TXN-13616,CUST-2938,9830.06,Net Banking,Authentication Failed,8,1,2,105780.16,0
TXN-13617,CUST-2557,5628.87,UPI,Insufficient Funds,16,1,2,142027.0,1
TXN-13618,CUST-2876,14631.33,Debit Card,Temporary Bank/Network Error,10,0,0,112332.3,1
TXN-13619,CUST-2827,11992.62,UPI,Temporary Bank/Network Error,8,1,2,78905.19,1
TXN-13620,CUST-2451,16237.33,UPI,Payment Gateway Timeout,11,0,1,81600.72,1
TXN-13621,CUST-2131,9140.42,UPI,Card Expired,5,0,0,135424.32,0
TXN-13622,CUST-2661,6878.97,Credit Card,Temporary Bank/Network Error,9,0,1,42275.94,1
TXN-13623,CUST-1283,5807.13,Debit Card,Insufficient Funds,12,0,3,58074.25,0
TXN-13624,CUST-1632,6787.85,Credit Card,Payment Gateway Timeout,9,1,2,73580.81,1
TXN-13625,CUST-1885,13192.84,Debit Card,Temporary Bank/Network Error,8,1,2,38836.06,1
TXN-13626,CUST-1030,6978.13,Debit Card,Temporary Bank/Network Error,6,0,0,59103.46,1
TXN-13627,CUST-3162,10878.36,UPI,Temporary Bank/Network Error,7,0,3,96524.01,0
TXN-13628,CUST-1947,8201.93,Credit Card,Authentication Failed,8,1,0,43535.08,1
TXN-13629,CUST-3263,6355.9,Credit Card,Authentication Failed,10,1,5,30661.76,0
TXN-13630,CUST-3383,4132.38,Net Banking,Authentication Failed,12,1,1,79335.9,1
TXN-13631,CUST-1869,6481.06,Credit Card,Temporary Bank/Network Error,8,1,3,39435.66,1
TXN-13632,CUST-3472,5680.9,Credit Card,Authentication Failed,8,1,1,68776.29,1
TXN-13633,CUST-1285,4101.76,Debit Card,Insufficient Funds,10,0,0,155374.95,0
TXN-13634,CUST-1175,10314.57,UPI,Temporary Bank/Network Error,13,0,1,149553.57,1
TXN-13635,CUST-2439,9912.89,UPI,Insufficient Funds,7,1,2,70447.91,0
TXN-13636,CUST-2900,10535.26,UPI,Insufficient Funds,9,0,1,141423.39,0
TXN-13637,CUST-2137,9979.34,Net Banking,Temporary Bank/Network Error,10,0,0,33567.83,1
TXN-13638,CUST-1310,4424.31,UPI,Temporary Bank/Network Error,6,1,0,107821.14,1
TXN-13639,CUST-2466,5205.03,Net Banking,Authentication Failed,7,0,1,83700.37,0
TXN-13640,CUST-2832,3862.09,UPI,Insufficient Funds,10,1,2,30057.76,1
TXN-13641,CUST-2019,6767.6,Credit Card,Authentication Failed,8,1,0,67703.05,1
TXN-13642,CUST-1739,13589.85,Credit Card,Temporary Bank/Network Error,8,1,1,44401.21,1
TXN-13643,CUST-1215,7181.25,Credit Card,Temporary Bank/Network Error,4,1,3,94143.93,1
TXN-13644,CUST-2272,5159.85,Credit Card,Card Expired,6,0,0,54908.19,0
TXN-13645,CUST-1644,19681.03,UPI,Temporary Bank/Network Error,9,0,2,59035.82,1
TXN-13646,CUST-2849,4884.43,Credit Card,Temporary Bank/Network Error,8,1,0,60285.66,1
TXN-13647,CUST-1686,4682.71,UPI,Temporary Bank/Network Error,6,0,2,89656.93,0
TXN-13648,CUST-2833,16204.17,Net Banking,Insufficient Funds,5,0,0,142711.44,0
TXN-13649,CUST-2016,7247.18,Credit Card,Payment Gateway Timeout,6,1,3,121058.53,1
TXN-13650,CUST-2826,19968.27,Debit Card,Payment Gateway Timeout,5,0,2,50141.86,0
TXN-13651,CUST-1277,5117.25,UPI,Payment Gateway Timeout,8,1,0,84357.93,1
TXN-13652,CUST-2817,5179.99,UPI,Payment Gateway Timeout,7,0,2,122128.4,0
TXN-13653,CUST-1860,4431.84,Credit Card,Payment Gateway Timeout,5,0,1,60131.69,0
TXN-13654,CUST-1533,10593.47,UPI,Card Expired,5,1,0,71012.78,0
TXN-13655,CUST-2855,5954.67,UPI,Payment Gateway Timeout,9,0,1,83647.32,1
TXN-13656,CUST-2563,5294.95,Credit Card,Card Expired,12,0,0,133364.64,0
TXN-13657,CUST-1092,5306.18,UPI,Temporary Bank/Network Error,2,1,2,56563.05,0
TXN-13658,CUST-3384,16937.29,Wallet,Insufficient Funds,7,1,0,113704.73,1
TXN-13659,CUST-3432,6073.42,Debit Card,Authentication Failed,12,1,0,151420.57,1
TXN-13660,CUST-2202,5757.41,Credit Card,Temporary Bank/Network Error,12,0,1,87493.09,1
TXN-13661,CUST-3116,2363.05,Wallet,Temporary Bank/Network Error,5,1,2,61479.63,1
TXN-13662,CUST-3194,8743.73,Debit Card,Authentication Failed,6,0,3,136989.79,0
TXN-13663,CUST-1418,22115.8,Debit Card,Payment Gateway Timeout,11,1,4,75355.77,1
TXN-13664,CUST-2912,2601.97,Wallet,Insufficient Funds,8,1,4,64145.86,0
TXN-13665,CUST-3448,4278.36,Credit Card,Insufficient Funds,5,0,2,40254.14,0
TXN-13666,CUST-3179,8693.91,Debit Card,Payment Gateway Timeout,11,0,2,99113.66,1
TXN-13667,CUST-3306,5997.34,Debit Card,Temporary Bank/Network Error,7,1,4,77456.66,1
TXN-13668,CUST-2057,4276.15,Credit Card,Insufficient Funds,11,1,0,66142.03,1
TXN-13669,CUST-1307,11561.36,Net Banking,Insufficient Funds,5,0,2,93038.64,0
TXN-13670,CUST-1633,6944.06,Wallet,Temporary Bank/Network Error,11,0,2,105846.58,1
TXN-13671,CUST-1586,10120.0,UPI,Payment Gateway Timeout,9,0,1,164829.0,1
TXN-13672,CUST-2987,7501.98,Net Banking,Payment Gateway Timeout,11,0,0,118310.89,1
TXN-13673,CUST-1474,2735.32,UPI,Insufficient Funds,14,0,3,51174.49,0
TXN-13674,CUST-2480,3535.66,Net Banking,Payment Gateway Timeout,9,1,4,42130.41,1
TXN-13675,CUST-2438,4743.64,UPI,Card Expired,10,1,3,45212.71,0
TXN-13676,CUST-3331,13402.0,Credit Card,Authentication Failed,4,0,0,106857.43,0
TXN-13677,CUST-1057,5646.76,Net Banking,Temporary Bank/Network Error,9,1,2,68197.02,1
TXN-13678,CUST-1795,7427.13,UPI,Payment Gateway Timeout,10,1,0,75884.96,1
TXN-13679,CUST-3109,5498.91,Debit Card,Insufficient Funds,9,1,2,74434.84,0
TXN-13680,CUST-3181,17490.75,Debit Card,Insufficient Funds,7,0,0,112133.7,0
TXN-13681,CUST-3357,3084.67,Credit Card,Temporary Bank/Network Error,6,0,0,96484.21,1
TXN-13682,CUST-2001,3494.88,Wallet,Payment Gateway Timeout,12,0,0,88670.03,1
TXN-13683,CUST-3194,6097.89,Credit Card,Insufficient Funds,10,0,1,71240.93,0
TXN-13684,CUST-3286,3385.83,Debit Card,Card Expired,6,1,1,73697.05,0
TXN-13685,CUST-3228,4152.99,UPI,Authentication Failed,6,0,2,211436.37,0
TXN-13686,CUST-3136,3609.4,UPI,Temporary Bank/Network Error,4,1,2,75471.7,1
TXN-13687,CUST-1455,8034.95,Debit Card,Card Expired,11,0,2,99340.96,0
TXN-13688,CUST-2509,7401.23,Debit Card,Temporary Bank/Network Error,6,0,3,82413.17,0
TXN-13689,CUST-1011,6015.73,Net Banking,Insufficient Funds,7,0,3,51621.07,0
TXN-13690,CUST-1542,5416.78,Debit Card,Authentication Failed,6,1,1,91236.31,0
TXN-13691,CUST-3258,13504.72,UPI,Payment Gateway Timeout,8,1,2,201843.07,1
TXN-13692,CUST-2119,5315.12,Wallet,Authentication Failed,7,1,2,152094.8,0
TXN-13693,CUST-1451,10250.19,Net Banking,Insufficient Funds,8,1,0,75826.14,1
TXN-13694,CUST-1761,3575.84,Credit Card,Temporary Bank/Network Error,7,0,0,53975.64,1
TXN-13695,CUST-1687,6146.1,Net Banking,Card Expired,7,0,1,138361.13,0
TXN-13696,CUST-2044,12223.76,UPI,Temporary Bank/Network Error,10,1,0,63541.32,1
TXN-13697,CUST-2302,13975.89,Debit Card,Insufficient Funds,7,0,4,114592.64,0
TXN-13698,CUST-2413,23588.91,UPI,Temporary Bank/Network Error,8,1,5,113069.35,1
TXN-13699,CUST-2140,4418.81,Credit Card,Payment Gateway Timeout,11,1,3,110646.18,1
TXN-13700,CUST-1250,12220.12,Debit Card,Payment Gateway Timeout,5,1,0,45419.92,1
TXN-13701,CUST-3441,4688.54,Credit Card,Payment Gateway Timeout,7,1,2,42282.42,1
TXN-13702,CUST-3031,3998.3,Credit Card,Card Expired,6,1,0,87165.28,0
TXN-13703,CUST-1502,10020.36,Wallet,Temporary Bank/Network Error,9,1,1,49103.12,1
TXN-13704,CUST-1648,9267.64,Debit Card,Authentication Failed,15,1,0,33667.98,1
TXN-13705,CUST-1407,15251.32,Credit Card,Temporary Bank/Network Error,5,0,2,101814.49,0
TXN-13706,CUST-2568,8933.72,UPI,Authentication Failed,9,1,1,108243.33,1
TXN-13707,CUST-2313,10385.71,Net Banking,Authentication Failed,11,1,3,65160.5,0
TXN-13708,CUST-2287,4765.82,UPI,Insufficient Funds,5,0,0,152465.22,0
TXN-13709,CUST-3132,6262.14,Net Banking,Temporary Bank/Network Error,4,0,1,115194.71,0
TXN-13710,CUST-3074,5073.45,Credit Card,Temporary Bank/Network Error,7,1,1,43887.36,1
TXN-13711,CUST-1147,6344.21,Debit Card,Payment Gateway Timeout,6,1,1,74024.91,1
TXN-13712,CUST-2615,10443.18,Credit Card,Insufficient Funds,10,0,2,195245.67,0
TXN-13713,CUST-1022,10263.38,Debit Card,Authentication Failed,13,1,2,95857.31,1
TXN-13714,CUST-2729,4456.42,Debit Card,Temporary Bank/Network Error,12,1,0,156741.35,1
TXN-13715,CUST-2391,9233.0,Wallet,Temporary Bank/Network Error,8,1,3,39235.86,1
TXN-13716,CUST-2579,5814.06,Credit Card,Authentication Failed,6,0,1,237456.99,0
TXN-13717,CUST-1224,5902.2,Debit Card,Temporary Bank/Network Error,11,0,2,61699.47,1
TXN-13718,CUST-1791,10962.3,Wallet,Temporary Bank/Network Error,7,1,0,33712.73,1
TXN-13719,CUST-2163,5238.4,UPI,Insufficient Funds,5,1,3,55379.19,0
TXN-13720,CUST-1571,2587.54,Credit Card,Temporary Bank/Network Error,6,1,2,33345.7,1
TXN-13721,CUST-1508,9997.89,Net Banking,Insufficient Funds,9,1,0,112259.48,1
TXN-13722,CUST-3234,7211.43,Credit Card,Temporary Bank/Network Error,13,1,1,73494.93,1
TXN-13723,CUST-3109,5842.57,Wallet,Insufficient Funds,8,1,1,46418.21,0
TXN-13724,CUST-1945,4973.32,UPI,Card Expired,7,0,2,136041.76,0
TXN-13725,CUST-2955,7479.14,Net Banking,Insufficient Funds,9,1,2,113340.82,0
TXN-13726,CUST-2925,6909.32,Net Banking,Authentication Failed,10,0,2,93377.69,0
TXN-13727,CUST-1753,8951.52,UPI,Card Expired,6,0,3,54432.89,0
TXN-13728,CUST-3019,22735.53,UPI,Temporary Bank/Network Error,7,1,2,109242.29,1
TXN-13729,CUST-1540,2396.64,UPI,Card Expired,6,0,3,110068.86,0
TXN-13730,CUST-1738,7234.98,UPI,Temporary Bank/Network Error,7,0,0,145658.7,1
TXN-13731,CUST-1415,10056.7,UPI,Temporary Bank/Network Error,10,1,2,40596.43,1
TXN-13732,CUST-1693,5774.84,Credit Card,Insufficient Funds,9,0,2,103176.32,0
TXN-13733,CUST-2602,2667.15,UPI,Card Expired,8,0,1,60470.43,0
TXN-13734,CUST-2459,5804.32,Wallet,Temporary Bank/Network Error,11,1,0,105428.84,1
TXN-13735,CUST-2942,4106.02,Debit Card,Temporary Bank/Network Error,5,0,1,56428.03,0
TXN-13736,CUST-1728,10530.95,UPI,Authentication Failed,6,0,1,98525.63,0
TXN-13737,CUST-1900,7043.61,Net Banking,Authentication Failed,8,1,2,47220.76,0
TXN-13738,CUST-2454,4119.53,Credit Card,Insufficient Funds,15,0,0,72785.44,1
TXN-13739,CUST-1838,8526.94,Credit Card,Card Expired,6,0,0,46212.21,0
TXN-13740,CUST-1391,8693.36,Wallet,Insufficient Funds,9,1,2,160205.15,1
TXN-13741,CUST-2559,3675.45,Debit Card,Payment Gateway Timeout,7,1,1,116784.49,1
TXN-13742,CUST-1324,24716.02,UPI,Insufficient Funds,3,1,2,76891.36,0
TXN-13743,CUST-2655,4097.4,UPI,Insufficient Funds,7,1,4,77783.55,0
TXN-13744,CUST-1920,3463.2,Net Banking,Payment Gateway Timeout,7,0,0,91976.05,1
TXN-13745,CUST-2321,12467.86,Credit Card,Card Expired,8,1,3,107739.0,0
TXN-13746,CUST-3453,13183.22,Debit Card,Authentication Failed,4,1,1,76966.68,0
TXN-13747,CUST-2964,8359.47,Credit Card,Payment Gateway Timeout,7,1,2,17285.66,1
TXN-13748,CUST-2849,8786.79,Net Banking,Insufficient Funds,9,0,2,99546.34,0
TXN-13749,CUST-2932,9034.02,UPI,Insufficient Funds,11,1,1,46222.53,1
TXN-13750,CUST-2725,7154.31,UPI,Card Expired,8,1,4,156494.46,0
TXN-13751,CUST-1407,7463.26,Credit Card,Temporary Bank/Network Error,15,0,3,88306.95,1
TXN-13752,CUST-1762,4248.87,Credit Card,Payment Gateway Timeout,7,0,0,30441.95,0
TXN-13753,CUST-2948,8516.44,UPI,Temporary Bank/Network Error,4,1,2,247828.51,1
TXN-13754,CUST-2046,15922.53,Net Banking,Temporary Bank/Network Error,6,0,0,172204.01,1
TXN-13755,CUST-2439,8846.59,Net Banking,Card Expired,6,1,5,51455.58,0
TXN-13756,CUST-1333,13564.33,Credit Card,Temporary Bank/Network Error,5,1,2,48346.9,1
TXN-13757,CUST-1612,3866.36,Debit Card,Card Expired,7,1,1,81469.03,0
TXN-13758,CUST-2714,5773.41,UPI,Temporary Bank/Network Error,4,0,2,114584.46,0
TXN-13759,CUST-1035,4688.96,Debit Card,Temporary Bank/Network Error,9,0,3,81513.4,0
TXN-13760,CUST-3049,5203.06,Debit Card,Temporary Bank/Network Error,12,1,1,150483.97,1
TXN-13761,CUST-2399,5470.12,Net Banking,Insufficient Funds,7,0,2,60354.3,0
TXN-13762,CUST-3254,11959.62,Credit Card,Card Expired,9,1,0,80818.96,1
TXN-13763,CUST-2204,7917.02,UPI,Payment Gateway Timeout,8,0,1,57835.13,1
TXN-13764,CUST-1773,8084.46,UPI,Temporary Bank/Network Error,5,0,2,147175.42,0
TXN-13765,CUST-1619,11746.11,Credit Card,Insufficient Funds,9,0,1,65970.6,0
TXN-13766,CUST-3111,7310.4,Debit Card,Temporary Bank/Network Error,12,1,2,85164.53,1
TXN-13767,CUST-3076,5901.86,UPI,Payment Gateway Timeout,6,1,4,114399.98,1
TXN-13768,CUST-3470,12166.62,Credit Card,Temporary Bank/Network Error,12,1,2,74190.21,1
TXN-13769,CUST-3090,14071.79,UPI,Temporary Bank/Network Error,7,1,3,56121.75,1
TXN-13770,CUST-1789,4074.53,Net Banking,Card Expired,5,0,1,40842.55,0
TXN-13771,CUST-2247,7901.4,UPI,Insufficient Funds,10,1,1,52837.83,1
TXN-13772,CUST-2356,8122.93,UPI,Temporary Bank/Network Error,13,1,2,134168.6,1
TXN-13773,CUST-2632,11567.73,Debit Card,Card Expired,16,1,1,66779.55,1
TXN-13774,CUST-1809,10944.63,UPI,Insufficient Funds,8,0,1,176585.56,0
TXN-13775,CUST-2821,17522.49,Net Banking,Authentication Failed,6,1,1,80062.72,0
TXN-13776,CUST-1098,10184.93,Credit Card,Insufficient Funds,8,1,0,66294.48,1
TXN-13777,CUST-2867,4757.27,UPI,Payment Gateway Timeout,9,1,1,76555.09,1
TXN-13778,CUST-2351,10946.43,UPI,Temporary Bank/Network Error,6,1,1,67783.08,1
TXN-13779,CUST-2941,4197.3,UPI,Insufficient Funds,7,0,0,88286.6,0
TXN-13780,CUST-2441,5954.8,Credit Card,Payment Gateway Timeout,9,0,2,37849.06,0
TXN-13781,CUST-1164,14407.62,Wallet,Insufficient Funds,5,0,2,91881.61,0
TXN-13782,CUST-2234,5333.53,Debit Card,Authentication Failed,7,0,1,54245.79,0
TXN-13783,CUST-3132,8214.24,UPI,Authentication Failed,8,1,0,86765.0,1
TXN-13784,CUST-2814,4604.58,Credit Card,Payment Gateway Timeout,8,0,2,83262.26,0
TXN-13785,CUST-2608,3466.5,UPI,Temporary Bank/Network Error,8,0,3,150035.68,1
TXN-13786,CUST-3493,13053.59,Credit Card,Temporary Bank/Network Error,7,0,2,59504.07,0
TXN-13787,CUST-3048,13897.69,UPI,Insufficient Funds,13,1,1,136421.46,1
TXN-13788,CUST-1863,11612.52,Debit Card,Insufficient Funds,7,1,1,47264.08,0
TXN-13789,CUST-3428,2181.02,Credit Card,Payment Gateway Timeout,10,1,4,97483.2,1
TXN-13790,CUST-1330,4897.92,Credit Card,Temporary Bank/Network Error,11,0,2,227677.04,1
TXN-13791,CUST-1486,8187.6,UPI,Payment Gateway Timeout,8,1,1,94925.49,1
TXN-13792,CUST-1221,7186.39,Wallet,Authentication Failed,8,1,2,58532.05,0
TXN-13793,CUST-1525,3878.26,Wallet,Card Expired,11,1,0,108163.32,1
TXN-13794,CUST-1489,16645.07,Debit Card,Payment Gateway Timeout,13,0,1,122043.07,1
TXN-13795,CUST-3331,10873.8,UPI,Authentication Failed,10,0,0,55020.16,0
TXN-13796,CUST-3289,4727.85,Debit Card,Payment Gateway Timeout,12,1,1,90163.15,1
TXN-13797,CUST-2408,4345.66,UPI,Card Expired,5,1,1,119135.84,0
TXN-13798,CUST-3432,11965.79,UPI,Temporary Bank/Network Error,8,0,0,118241.88,1
TXN-13799,CUST-1338,4270.93,UPI,Temporary Bank/Network Error,5,1,2,72720.14,1
TXN-13800,CUST-3125,6847.45,UPI,Authentication Failed,1,1,1,152396.16,0
TXN-13801,CUST-2090,7092.42,Net Banking,Temporary Bank/Network Error,13,0,0,82893.03,1
TXN-13802,CUST-1652,7864.26,Credit Card,Authentication Failed,4,1,2,75833.04,0
TXN-13803,CUST-2444,5011.49,UPI,Payment Gateway Timeout,4,1,2,41399.21,1
TXN-13804,CUST-2449,5626.48,Debit Card,Insufficient Funds,7,1,1,115601.19,0
TXN-13805,CUST-3483,5040.85,UPI,Authentication Failed,5,1,2,43454.74,0
TXN-13806,CUST-1404,8737.84,UPI,Temporary Bank/Network Error,8,1,3,38565.15,1
